model,model,a,b,category_a,category_b,same_category,raw_similarity,model_centered_similarity,category_centered_similarity,group_centered_similarity,zscore_similarity,min_centered_similarity,label
qwen3,qwen3,future_will,get_passive,tense,passive,False,0.854718,-0.432217,0.129172,-0.432217,-0.300107,-0.432217,ordinary
qwen3,qwen3,future_will,he_coref,tense,coreference,False,0.908883,0.170199,0.001019,0.170199,-0.195588,0.001019,category_curve_artifact_candidate
qwen3,qwen3,future_will,inference,tense,logical,False,0.882573,-0.453093,-0.329706,-0.453093,-0.250551,-0.453093,ordinary
qwen3,qwen3,future_will,it_coref,tense,coreference,False,0.741655,-0.234863,0.097804,-0.234863,-0.339094,-0.234863,ordinary
qwen3,qwen3,future_will,lexical_not_adj,tense,negation,False,0.910171,-0.156138,0.341680,-0.156138,0.122068,-0.156138,model_curve_artifact_candidate
qwen3,qwen3,future_will,long_passive,tense,passive,False,0.969375,0.516866,0.006294,0.516866,0.183267,0.006294,category_curve_artifact_candidate
qwen3,qwen3,future_will,morphological_neg,tense,negation,False,0.877346,-0.439790,-0.561493,-0.439790,-0.074702,-0.561493,ordinary
qwen3,qwen3,future_will,negated_condition,tense,logical,False,0.957648,0.417758,0.240650,0.417758,0.171182,0.240650,residual_stable_reuse_candidate
qwen3,qwen3,future_will,nested_condition,tense,logical,False,0.912673,0.311145,0.400325,0.311145,0.154481,0.311145,ordinary
qwen3,qwen3,future_will,nested_contrast,tense,logical,False,0.836174,-0.015640,0.302578,-0.015640,-0.363309,-0.015640,ordinary
qwen3,qwen3,future_will,nested_passive,tense,passive,False,0.944209,0.356588,0.073637,0.356588,0.017533,0.073637,ordinary
qwen3,qwen3,future_will,never,tense,negation,False,0.920462,-0.178777,0.178081,-0.178777,0.095543,-0.178777,model_curve_artifact_candidate
qwen3,qwen3,future_will,no_agent,tense,passive,False,0.890850,-0.219353,-0.267646,-0.219353,-0.007568,-0.267646,ordinary
qwen3,qwen3,future_will,past_simple,tense,tense,True,0.960187,0.407364,-0.854546,0.407364,0.161583,-0.854546,category_curve_artifact_candidate
qwen3,qwen3,future_will,perfect,tense,tense,True,0.997370,0.961208,0.642301,0.961208,0.929259,0.642301,residual_stable_reuse_candidate
qwen3,qwen3,future_will,poetic,tense,style,False,0.965498,0.439168,0.155486,0.439168,0.174681,0.155486,ordinary
qwen3,qwen3,future_will,possessive_chain,tense,recursive,False,0.855535,-0.418262,-0.007738,-0.418262,-0.387523,-0.418262,ordinary
qwen3,qwen3,future_will,pp_chain,tense,recursive,False,0.894611,-0.300572,0.108846,-0.300572,-0.001301,-0.300572,ordinary
qwen3,qwen3,future_will,progressive,tense,tense,True,0.996058,0.937792,0.460244,0.937792,0.894103,0.460244,residual_stable_reuse_candidate
qwen3,qwen3,future_will,relative_clause,tense,recursive,False,0.849831,-0.397101,0.040451,-0.397101,-0.337361,-0.397101,ordinary
qwen3,qwen3,future_will,scope_quantifier,tense,negation,False,0.917233,-0.184528,0.144436,-0.184528,0.142265,-0.184528,model_curve_artifact_candidate
qwen3,qwen3,future_will,she_coref,tense,coreference,False,0.938266,0.183066,-0.080443,0.183066,0.165685,-0.080443,category_curve_artifact_candidate
qwen3,qwen3,future_will,syntactic_do_not,tense,negation,False,0.871676,-0.124280,0.317818,-0.124280,0.073404,-0.124280,ordinary
qwen3,qwen3,future_will,target_language_switch,tense,translation,False,0.930670,0.151192,-0.088758,0.151192,-0.212926,-0.088758,category_curve_artifact_candidate
qwen3,qwen3,future_will,they_coref,tense,coreference,False,0.875695,-0.143293,-0.090529,-0.143293,-0.249468,-0.143293,ordinary
qwen3,qwen3,get_passive,he_coref,passive,coreference,False,0.792964,-0.408884,-0.173930,-0.408884,-0.295310,-0.408884,ordinary
qwen3,qwen3,get_passive,inference,passive,logical,False,0.881983,0.019829,-0.120751,0.019829,-0.237650,-0.120751,ordinary
qwen3,qwen3,get_passive,it_coref,passive,coreference,False,0.687716,-0.222352,0.330916,-0.222352,0.088744,-0.222352,stable_differentiation_candidate
qwen3,qwen3,get_passive,lexical_not_adj,passive,negation,False,0.947072,0.561027,0.274007,0.561027,0.173399,0.274007,residual_stable_reuse_candidate
qwen3,qwen3,get_passive,long_passive,passive,passive,True,0.887684,-0.105528,-0.453318,-0.105528,0.129424,-0.453318,ordinary
qwen3,qwen3,get_passive,morphological_neg,passive,negation,False,0.854827,-0.162843,-0.372085,-0.162843,-0.543330,-0.372085,ordinary
qwen3,qwen3,get_passive,negated_condition,passive,logical,False,0.877121,-0.106761,-0.166226,-0.106761,0.132937,-0.166226,ordinary
qwen3,qwen3,get_passive,nested_condition,passive,logical,False,0.866890,0.166863,0.075977,0.166863,0.210522,0.075977,ordinary
qwen3,qwen3,get_passive,nested_contrast,passive,logical,False,0.874714,0.392895,0.430072,0.392895,0.486799,0.392895,ordinary
qwen3,qwen3,get_passive,nested_passive,passive,passive,True,0.892502,0.136880,-0.251295,0.136880,0.261713,-0.251295,ordinary
qwen3,qwen3,get_passive,never,passive,negation,False,0.931961,0.384059,-0.119442,0.384059,-0.106713,-0.119442,category_curve_artifact_candidate
qwen3,qwen3,get_passive,no_agent,passive,passive,True,0.865279,-0.043059,-0.330438,-0.043059,-0.317632,-0.330438,ordinary
qwen3,qwen3,get_passive,past_simple,passive,tense,False,0.824812,-0.692601,-0.186050,-0.692601,-0.597141,-0.692601,ordinary
qwen3,qwen3,get_passive,perfect,passive,tense,False,0.852853,-0.415140,0.108744,-0.415140,-0.269030,-0.415140,ordinary
qwen3,qwen3,get_passive,poetic,passive,style,False,0.866698,-0.360314,-0.107550,-0.360314,-0.169697,-0.360314,ordinary
qwen3,qwen3,get_passive,possessive_chain,passive,recursive,False,0.957435,0.702682,0.430244,0.702682,0.496046,0.430244,residual_stable_reuse_candidate
qwen3,qwen3,get_passive,pp_chain,passive,recursive,False,0.958075,0.663400,0.066647,0.663400,0.423548,0.066647,ordinary
qwen3,qwen3,get_passive,progressive,passive,tense,False,0.861670,-0.387994,0.211078,-0.387994,-0.277945,-0.387994,ordinary
qwen3,qwen3,get_passive,relative_clause,passive,recursive,False,0.943396,0.621474,0.299493,0.621474,0.533679,0.299493,residual_stable_reuse_candidate
qwen3,qwen3,get_passive,scope_quantifier,passive,negation,False,0.936052,0.434363,0.013244,0.434363,0.131180,0.013244,category_curve_artifact_candidate
qwen3,qwen3,get_passive,she_coref,passive,coreference,False,0.807495,-0.704522,-0.333396,-0.704522,-0.408493,-0.704522,ordinary
qwen3,qwen3,get_passive,syntactic_do_not,passive,negation,False,0.934365,0.576698,0.307018,0.576698,0.314280,0.307018,residual_stable_reuse_candidate
qwen3,qwen3,get_passive,target_language_switch,passive,translation,False,0.816508,-0.533469,0.135172,-0.533469,-0.407952,-0.533469,ordinary
qwen3,qwen3,get_passive,they_coref,passive,coreference,False,0.783583,-0.453247,0.183817,-0.453247,-0.207111,-0.453247,ordinary
qwen3,qwen3,he_coref,inference,coreference,logical,False,0.872972,-0.020128,-0.008751,-0.020128,0.218132,-0.020128,ordinary
qwen3,qwen3,he_coref,it_coref,coreference,coreference,True,0.738603,0.014305,-0.663957,0.014305,0.147622,-0.663957,ordinary
qwen3,qwen3,he_coref,lexical_not_adj,coreference,negation,False,0.835971,-0.366234,0.134026,-0.366234,-0.152736,-0.366234,ordinary
qwen3,qwen3,he_coref,long_passive,coreference,passive,False,0.907218,0.142732,-0.014328,0.142732,-0.089876,-0.014328,category_curve_artifact_candidate
qwen3,qwen3,he_coref,morphological_neg,coreference,negation,False,0.869719,-0.008200,-0.202685,-0.008200,0.229409,-0.202685,ordinary
qwen3,qwen3,he_coref,negated_condition,coreference,logical,False,0.889086,0.043249,-0.021592,0.043249,-0.033691,-0.021592,ordinary
qwen3,qwen3,he_coref,nested_condition,coreference,logical,False,0.823733,-0.076293,0.109683,-0.076293,-0.234119,-0.076293,ordinary
qwen3,qwen3,he_coref,nested_contrast,coreference,logical,False,0.769528,-0.128591,-0.057795,-0.128591,-0.150495,-0.128591,ordinary
qwen3,qwen3,he_coref,nested_passive,coreference,passive,False,0.889006,0.138704,0.160086,0.138704,-0.057860,0.138704,ordinary
qwen3,qwen3,he_coref,never,coreference,negation,False,0.855454,-0.328292,0.007180,-0.328292,0.046302,-0.328292,ordinary
qwen3,qwen3,he_coref,no_agent,coreference,passive,False,0.862549,-0.030603,-0.093711,-0.030603,0.162532,-0.093711,ordinary
qwen3,qwen3,he_coref,past_simple,coreference,tense,False,0.941821,0.508976,0.010563,0.508976,0.222681,0.010563,category_curve_artifact_candidate
qwen3,qwen3,he_coref,perfect,coreference,tense,False,0.907115,0.168797,-0.014600,0.168797,-0.158624,-0.014600,category_curve_artifact_candidate
qwen3,qwen3,he_coref,poetic,coreference,style,False,0.908472,0.140255,0.475935,0.140255,-0.270351,0.140255,ordinary
qwen3,qwen3,he_coref,possessive_chain,coreference,recursive,False,0.791575,-0.414368,0.036030,-0.414368,-0.120610,-0.414368,ordinary
qwen3,qwen3,he_coref,pp_chain,coreference,recursive,False,0.814956,-0.495680,0.125294,-0.495680,-0.339236,-0.495680,ordinary
qwen3,qwen3,he_coref,progressive,coreference,tense,False,0.906270,0.130023,-0.011069,0.130023,-0.205231,-0.011069,category_curve_artifact_candidate
qwen3,qwen3,he_coref,relative_clause,coreference,recursive,False,0.796871,-0.323203,0.055184,-0.323203,-0.223203,-0.323203,ordinary
qwen3,qwen3,he_coref,scope_quantifier,coreference,negation,False,0.853357,-0.314504,0.164701,-0.314504,-0.100050,-0.314504,ordinary
qwen3,qwen3,he_coref,she_coref,coreference,coreference,True,0.924492,0.378000,-0.053332,0.378000,0.011691,-0.053332,category_curve_artifact_candidate
qwen3,qwen3,he_coref,syntactic_do_not,coreference,negation,False,0.779342,-0.391132,0.118915,-0.391132,-0.161279,-0.391132,ordinary
qwen3,qwen3,he_coref,target_language_switch,coreference,translation,False,0.920286,0.368748,-0.324057,0.368748,0.355146,-0.324057,category_curve_artifact_candidate
qwen3,qwen3,he_coref,they_coref,coreference,coreference,True,0.880546,0.220172,-0.577213,0.220172,0.097139,-0.577213,ordinary
qwen3,qwen3,inference,it_coref,logical,coreference,False,0.732358,-0.152832,-0.080019,-0.152832,-0.046681,-0.152832,ordinary
qwen3,qwen3,inference,lexical_not_adj,logical,negation,False,0.925966,0.216491,-0.297795,0.216491,-0.168321,-0.297795,category_curve_artifact_candidate
qwen3,qwen3,inference,long_passive,logical,passive,False,0.877037,-0.551179,-0.492195,-0.551179,-0.204825,-0.551179,ordinary
qwen3,qwen3,inference,morphological_neg,logical,negation,False,0.978194,0.788340,0.536302,0.788340,0.540696,0.536302,residual_stable_reuse_candidate
qwen3,qwen3,inference,negated_condition,logical,logical,True,0.856738,-0.611501,-0.675903,-0.611501,-0.374492,-0.675903,ordinary
qwen3,qwen3,inference,nested_condition,logical,logical,True,0.779617,-0.632683,-0.799039,-0.632683,-0.508910,-0.799039,ordinary
qwen3,qwen3,inference,nested_contrast,logical,logical,True,0.735252,-0.542022,-0.709737,-0.542022,-0.318175,-0.709737,ordinary
qwen3,qwen3,inference,nested_passive,logical,passive,False,0.840562,-0.564481,-0.623833,-0.564481,-0.251617,-0.623833,ordinary
qwen3,qwen3,inference,never,logical,negation,False,0.949408,0.404022,-0.021483,0.404022,0.108533,-0.021483,category_curve_artifact_candidate
qwen3,qwen3,inference,no_agent,logical,passive,False,0.977951,0.796276,0.716435,0.796276,0.637811,0.716435,residual_stable_reuse_candidate
qwen3,qwen3,inference,past_simple,logical,tense,False,0.919673,0.041759,0.456230,0.041759,0.431380,0.041759,model_curve_artifact_candidate
qwen3,qwen3,inference,perfect,logical,tense,False,0.879662,-0.447380,-0.325571,-0.447380,-0.204286,-0.447380,ordinary
qwen3,qwen3,inference,poetic,logical,style,False,0.891036,-0.409116,-0.172359,-0.409116,-0.185738,-0.409116,ordinary
qwen3,qwen3,inference,possessive_chain,logical,recursive,False,0.886705,0.063034,0.179608,0.063034,-0.090457,0.063034,ordinary
qwen3,qwen3,inference,pp_chain,logical,recursive,False,0.920348,0.187711,0.378884,0.187711,-0.196970,0.187711,ordinary
qwen3,qwen3,inference,progressive,logical,tense,False,0.880947,-0.508495,-0.446959,-0.508495,-0.251818,-0.508495,ordinary
qwen3,qwen3,inference,relative_clause,logical,recursive,False,0.891871,0.152001,0.318195,0.152001,-0.163394,0.152001,ordinary
qwen3,qwen3,inference,scope_quantifier,logical,negation,False,0.944061,0.356653,-0.180855,0.356653,-0.198297,-0.180855,category_curve_artifact_candidate
qwen3,qwen3,inference,she_coref,logical,coreference,False,0.911034,0.033282,0.226164,0.033282,0.193308,0.033282,model_curve_artifact_candidate
qwen3,qwen3,inference,syntactic_do_not,logical,negation,False,0.870047,0.016531,-0.424026,0.016531,-0.228838,-0.424026,ordinary
qwen3,qwen3,inference,target_language_switch,logical,translation,False,0.896114,-0.060078,0.178685,-0.060078,0.237757,-0.060078,ordinary
qwen3,qwen3,inference,they_coref,logical,coreference,False,0.869938,-0.028314,0.107701,-0.028314,0.143764,-0.028314,ordinary
qwen3,qwen3,it_coref,lexical_not_adj,coreference,negation,False,0.666187,-0.534082,-0.024557,-0.534082,-0.354672,-0.534082,stable_differentiation_candidate
qwen3,qwen3,it_coref,long_passive,coreference,passive,False,0.734539,-0.295180,-0.083279,-0.295180,-0.507205,-0.295180,ordinary
qwen3,qwen3,it_coref,morphological_neg,coreference,negation,False,0.744007,-0.065116,0.100689,-0.065116,-0.127489,-0.065116,ordinary
qwen3,qwen3,it_coref,negated_condition,coreference,logical,False,0.764290,-0.036745,0.035176,-0.036745,-0.239909,-0.036745,ordinary
qwen3,qwen3,it_coref,nested_condition,coreference,logical,False,0.672304,-0.194483,-0.008066,-0.194483,0.030336,-0.194483,stable_differentiation_candidate
qwen3,qwen3,it_coref,nested_contrast,coreference,logical,False,0.706051,0.078969,0.245834,0.078969,0.363703,0.078969,ordinary
qwen3,qwen3,it_coref,nested_passive,coreference,passive,False,0.692696,-0.325298,-0.115512,-0.325298,-0.335674,-0.325298,stable_differentiation_candidate
qwen3,qwen3,it_coref,never,coreference,negation,False,0.696941,-0.482745,0.048768,-0.482745,-0.483585,-0.482745,stable_differentiation_candidate
qwen3,qwen3,it_coref,no_agent,coreference,passive,False,0.707203,-0.218738,-0.018308,-0.218738,-0.174386,-0.218738,ordinary
qwen3,qwen3,it_coref,past_simple,coreference,tense,False,0.761229,-0.090936,-0.097240,-0.090936,-0.402152,-0.097240,ordinary
qwen3,qwen3,it_coref,perfect,coreference,tense,False,0.741819,-0.212804,0.124254,-0.212804,-0.369847,-0.212804,ordinary
qwen3,qwen3,it_coref,poetic,coreference,style,False,0.780094,-0.010712,-0.676656,-0.010712,-0.150139,-0.676656,ordinary
qwen3,qwen3,it_coref,possessive_chain,coreference,recursive,False,0.710673,-0.121472,-0.002193,-0.121472,0.161032,-0.121472,ordinary
qwen3,qwen3,it_coref,pp_chain,coreference,recursive,False,0.699612,-0.322160,-0.258628,-0.322160,-0.038705,-0.322160,stable_differentiation_candidate
qwen3,qwen3,it_coref,progressive,coreference,tense,False,0.736516,-0.286232,0.015543,-0.286232,-0.464239,-0.286232,ordinary
qwen3,qwen3,it_coref,relative_clause,coreference,recursive,False,0.725203,-0.031477,0.084308,-0.031477,0.383866,-0.031477,ordinary
qwen3,qwen3,it_coref,scope_quantifier,coreference,negation,False,0.678998,-0.559011,-0.130178,-0.559011,-0.578251,-0.559011,stable_differentiation_candidate
qwen3,qwen3,it_coref,she_coref,coreference,coreference,True,0.848904,0.449719,-0.545146,0.449719,-0.001994,-0.545146,ordinary
qwen3,qwen3,it_coref,syntactic_do_not,coreference,negation,False,0.597978,-0.517305,-0.072645,-0.517305,-0.385939,-0.517305,stable_differentiation_candidate
qwen3,qwen3,it_coref,target_language_switch,coreference,translation,False,0.852775,0.472534,0.531667,0.472534,0.460649,0.472534,ordinary
qwen3,qwen3,it_coref,they_coref,coreference,coreference,True,0.915441,0.752079,0.390193,0.752079,0.683161,0.390193,residual_stable_reuse_candidate
qwen3,qwen3,lexical_not_adj,long_passive,negation,passive,False,0.914427,-0.120819,-0.025542,-0.120819,0.226857,-0.120819,model_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,morphological_neg,negation,negation,True,0.916797,0.161225,-0.504984,0.161225,-0.128554,-0.504984,category_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,negated_condition,negation,logical,False,0.899918,-0.169935,0.133968,-0.169935,0.124735,-0.169935,ordinary
qwen3,qwen3,lexical_not_adj,nested_condition,negation,logical,False,0.875573,0.073205,0.336019,0.073205,0.141826,0.073205,ordinary
qwen3,qwen3,lexical_not_adj,nested_contrast,negation,logical,False,0.810742,-0.093389,0.275566,-0.093389,-0.116725,-0.093389,ordinary
qwen3,qwen3,lexical_not_adj,nested_passive,negation,passive,False,0.901704,0.001454,0.062254,0.001454,0.112335,0.001454,model_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,never,negation,negation,True,0.981221,0.773454,0.020409,0.773454,0.272757,0.020409,category_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,no_agent,negation,passive,False,0.927045,0.295864,-0.290786,0.295864,-0.017411,-0.290786,category_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,past_simple,negation,tense,False,0.881434,-0.481305,-0.377119,-0.481305,-0.094171,-0.481305,ordinary
qwen3,qwen3,lexical_not_adj,perfect,negation,tense,False,0.908432,-0.145521,0.314374,-0.145521,0.117200,-0.145521,model_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,poetic,negation,style,False,0.894416,-0.426210,0.174874,-0.426210,-0.048609,-0.426210,ordinary
qwen3,qwen3,lexical_not_adj,possessive_chain,negation,recursive,False,0.939839,0.499725,0.251846,0.499725,0.042203,0.251846,residual_stable_reuse_candidate
qwen3,qwen3,lexical_not_adj,pp_chain,negation,recursive,False,0.963135,0.610578,0.056746,0.610578,0.167905,0.056746,ordinary
qwen3,qwen3,lexical_not_adj,progressive,negation,tense,False,0.913865,-0.133800,0.261873,-0.133800,0.166439,-0.133800,model_curve_artifact_candidate
qwen3,qwen3,lexical_not_adj,relative_clause,negation,recursive,False,0.925745,0.412832,0.133848,0.412832,0.024976,0.133848,ordinary
qwen3,qwen3,lexical_not_adj,scope_quantifier,negation,negation,True,0.982412,0.791800,0.101316,0.791800,0.377996,0.101316,ordinary
qwen3,qwen3,lexical_not_adj,she_coref,negation,coreference,False,0.848468,-0.712063,-0.070385,-0.712063,-0.187703,-0.712063,ordinary
qwen3,qwen3,lexical_not_adj,syntactic_do_not,negation,negation,True,0.953134,0.664493,0.112346,0.664493,0.214452,0.112346,ordinary
